Main_Stat,Main_Growth,Main_Base,Main_Base_Rank,Main_True_Rank,Sub_Stat,Sub_Growth,Sub_Base,Sub_Base_Rank,Sub_True_Rank,Result_Stat,Result_Growth,Result_Base,Result_Base_Rank,Result_True_Rank,Main_Result,Sub_Result,Type,Main,Sub,Rarity
985,4,140,2,2,996,4,160,1,1,238,4,150,1,1,0,0,Up to You,Wracky,Pixie,11
996,4,160,1,1,985,4,140,2,2,202,4,140,2,2,0,1,Up to You,Pixie,Wracky,33
996,4,160,1,1,985,4,140,2,2,222,4,160,1,1,1,0,Up to You,Wracky,Wracky,37
126,1,30,4,5,351,2,70,5,6,66,2,50,4,5,0,0,Unsure,Niton,Niton,10
126,1,30,4,5,351,2,70,5,6,41,1,30,4,5,1,0,Unsure,Metalner,Metalner,39
126,1,30,4,5,351,2,70,5,6,79,2,70,5,6,0,1,Unsure,Niton,Metalner,51
351,2,70,5,6,126,1,30,4,5,49,1,30,4,5,0,1,Unsure,Metalner,Metalner,22
351,2,70,5,6,126,1,30,4,5,82,2,70,5,6,1,0,Unsure,Niton,Metalner,69
351,2,70,5,6,126,1,30,4,5,82,2,70,5,6,1,0,Unsure,Niton,Metalner,69
351,2,70,5,6,218,1,80,6,6,145,1,80,6,6,0,1,Unsure,Durahan,Joker,11
351,2,70,5,6,218,1,80,6,6,157,2,140,1,4,0,0,Unsure,Niton,Durahan,35
351,2,70,5,6,218,1,80,6,6,147,1,80,6,6,0,1,Unsure,Durahan,Joker,11
351,2,70,5,6,218,1,80,6,6,118,1,70,6,6,0,0,Unsure,Durahan,Metalner,11
700,2,90,6,6,700,2,70,6,6,231,1,80,6,6,0,0,Great,Durahan,Joker,18
700,2,90,6,6,700,2,70,6,6,164,2,100,5,6,0,0,Great,Arrowhead,Durahan,11
700,2,90,6,6,700,2,70,6,6,228,1,50,6,6,0,0,Great,Durahan,Arrowhead,36
700,2,90,6,6,700,2,70,6,6,164,2,100,5,6,0,0,Great,Arrowhead,Durahan,11
700,2,90,6,6,700,2,70,6,6,367,2,90,6,6,1,0,Great,Durahan,Phoenix,18
700,2,90,6,6,999,1,60,6,6,278,1,60,6,6,0,0,Great,Golem,Golem,7
700,2,90,6,6,999,1,60,6,6,487,2,90,6,6,1,0,Great,Durahan,Phoenix,12
700,2,90,6,6,999,1,60,6,6,262,1,60,6,6,0,0,Great,Durahan,Golem,25
700,2,90,6,6,999,1,60,6,6,437,1,60,6,6,0,1,Great,Golem,Joker,12
700,2,90,6,6,999,1,60,6,6,210,1,60,6,6,0,0,Great,Golem,Durahan,25
700,2,90,6,6,999,2,80,6,6,327,2,80,6,5,0,1,Fine,Jell,Monol,21
700,2,90,6,6,999,2,80,6,6,319,2,80,6,5,0,1,Fine,Jell,Monol,21
700,2,90,6,6,999,2,80,6,6,293,2,90,6,6,1,0,Fine,Durahan,Phoenix,36
700,2,90,6,6,999,2,80,6,6,278,2,90,6,6,1,0,Fine,Durahan,Phoenix,36
700,2,90,6,6,999,2,80,6,6,279,1,70,6,6,0,0,Fine,Durahan,Durahan,16
700,2,90,6,6,999,1,60,6,6,348,1,60,6,6,0,1,Good,Worm,Suezo,21
700,2,90,6,6,999,1,60,6,6,320,2,90,6,5,1,0,Good,Durahan,Phoenix,36
700,2,90,6,6,999,1,60,6,6,164,2,90,6,5,0,0,Good,Suezo,Suezo,13
700,2,90,6,6,999,1,60,6,6,357,1,60,6,6,0,1,Good,Worm,Suezo,21
700,2,90,6,6,999,1,60,6,6,344,1,60,6,6,0,1,Good,Worm,Suezo,21
700,2,90,6,6,999,4,150,2,2,151,2,90,6,6,0,0,Up to You,Durahan,Tiger,29
700,2,90,6,6,999,4,150,2,2,162,2,90,6,6,1,0,Up to You,Durahan,Phoenix,14
700,2,90,6,6,999,4,150,2,2,172,2,100,5,5,0,0,Up to You,Durahan,Pixie,14
700,2,90,6,6,999,4,150,2,2,222,4,140,2,3,0,0,Up to You,Tiger,Tiger,6
700,2,90,6,6,999,4,150,2,2,172,3,100,5,5,0,0,Up to You,Pixie,Durahan,14
700,2,90,6,6,999,3,120,2,2,182,3,120,2,3,0,1,Not Good,Hopper,Bajarl,25
700,2,90,6,6,999,3,120,2,2,142,2,90,6,6,1,0,Not Good,Durahan,Phoenix,41
700,2,90,6,6,999,3,120,2,2,142,2,90,6,6,1,0,Not Good,Durahan,Phoenix,41
700,2,90,6,6,999,3,120,2,2,182,3,120,2,3,0,1,Not Good,Hopper,Bajarl,25
700,2,90,6,6,999,3,120,2,2,142,2,90,6,6,1,0,Not Good,Durahan,Phoenix,41
700,2,90,6,6,999,2,90,5,5,164,2,90,6,6,1,0,Unsure,Durahan,Phoenix,14
700,2,90,6,6,999,2,90,5,5,153,2,90,6,6,0,0,Unsure,Dragon,Durahan,21
700,2,90,6,6,999,2,90,5,5,144,1,70,6,6,0,0,Unsure,Durahan,Metalner,10
700,2,90,6,6,999,2,90,5,5,154,1,70,6,6,0,0,Unsure,Durahan,Durahan,6
700,2,90,6,6,999,2,90,5,5,174,2,90,6,6,0,0,Unsure,Dragon,Dragon,6
700,2,90,6,6,999,3,100,5,5,153,2,90,6,6,1,0,Up to You,Durahan,Phoenix,24
700,2,90,6,6,999,3,100,5,5,123,1,60,6,6,0,0,Up to You,Durahan,Golem,23
700,2,90,6,6,999,3,100,5,5,143,1,70,6,6,0,0,Up to You,Durahan,Durahan,11
700,2,90,6,6,999,3,100,5,5,123,1,60,6,6,0,0,Up to You,Golem,Durahan,23
700,2,90,6,6,999,3,100,5,5,123,1,60,6,6,0,0,Up to You,Durahan,Golem,23
700,2,90,6,6,999,2,80,6,6,164,2,90,6,5,0,0,Not Good,Suezo,Suezo,13
700,2,90,6,6,999,2,80,6,6,200,2,90,6,6,1,0,Not Good,Durahan,Phoenix,36
700,2,90,6,6,999,2,80,6,6,214,2,90,6,6,1,0,Not Good,Durahan,Phoenix,36
700,2,90,6,6,999,2,80,6,6,233,2,80,6,6,0,1,Not Good,Naga,Suezo,21
700,2,90,6,6,999,2,80,6,6,215,1,70,6,6,0,0,Not Good,Durahan,Durahan,16
700,2,70,6,6,700,2,90,6,6,236,1,50,6,6,0,0,Great,Durahan,Arrowhead,22
700,2,70,6,6,700,2,90,6,6,266,1,70,6,6,0,0,Great,Durahan,Durahan,8
700,2,70,6,6,700,2,90,6,6,155,2,100,5,6,0,0,Great,Arrowhead,Durahan,27
700,2,70,6,6,700,2,90,6,6,155,2,100,5,6,0,0,Great,Arrowhead,Durahan,27
700,2,70,6,6,700,2,90,6,6,306,2,40,5,5,0,0,Great,Arrowhead,Arrowhead,8
700,2,70,6,6,999,1,60,6,6,249,1,60,6,6,0,0,Great,Golem,Golem,8
700,2,70,6,6,999,1,60,6,6,372,1,60,6,6,0,1,Great,Golem,Joker,27
700,2,70,6,6,999,1,60,6,6,398,1,60,6,6,0,1,Great,Golem,Joker,27
700,2,70,6,6,999,1,60,6,6,242,1,40,6,6,0,0,Great,Golem,Arrowhead,27
700,2,70,6,6,999,1,60,6,6,125,2,60,5,5,0,0,Great,Arrowhead,Golem,16
700,2,70,6,6,999,2,80,6,6,266,1,10,6,6,0,0,Fine,Monol,Monol,15
700,2,70,6,6,999,2,80,6,6,174,2,110,4,5,0,0,Fine,Jell,Jell,18
700,2,70,6,6,999,2,80,6,6,253,2,40,5,4,0,0,Fine,Arrowhead,Arrowhead,15
700,2,70,6,6,999,2,80,6,6,261,2,70,6,6,1,0,Fine,Arrowhead,Joker,26
700,2,70,6,6,999,2,80,6,6,302,2,80,6,5,0,1,Fine,Jell,Monol,26
700,2,70,6,6,999,1,60,6,6,345,1,60,6,6,0,1,Good,Worm,Suezo,20
700,2,70,6,6,999,1,60,6,6,311,2,40,5,5,0,0,Good,Arrowhead,Arrowhead,12
700,2,70,6,6,999,1,60,6,6,166,2,90,6,5,0,0,Good,Suezo,Suezo,12
700,2,70,6,6,999,1,60,6,6,232,2,70,6,6,1,0,Good,Arrowhead,Joker,21
700,2,70,6,6,999,1,60,6,6,311,2,40,5,5,0,0,Good,Arrowhead,Arrowhead,12
700,2,70,6,6,999,4,150,2,2,213,4,140,2,3,0,0,Up to You,Tiger,Tiger,13
700,2,70,6,6,999,4,150,2,2,133,2,70,6,6,1,0,Up to You,Arrowhead,Joker,20
700,2,70,6,6,999,4,150,2,2,213,4,150,2,3,0,1,Up to You,Tiger,Pixie,20
700,2,70,6,6,999,4,150,2,2,133,2,70,6,6,1,0,Up to You,Arrowhead,Joker,20
700,2,70,6,6,999,4,150,2,2,173,3,110,3,3,0,0,Up to You,Pixie,Joker,17
700,2,70,6,6,999,3,120,2,2,133,2,70,6,6,1,0,Not Good,Arrowhead,Joker,24
700,2,70,6,6,999,3,120,2,2,213,3,150,2,2,0,0,Not Good,Hopper,Hopper,16
700,2,70,6,6,999,3,120,2,2,114,2,40,5,6,0,0,Not Good,Arrowhead,Arrowhead,14
700,2,70,6,6,999,3,120,2,2,133,2,70,6,6,1,0,Not Good,Arrowhead,Joker,24
700,2,70,6,6,999,3,120,2,2,173,3,110,3,3,0,0,Not Good,Hopper,Joker,23
700,2,70,6,6,999,2,90,5,5,144,2,90,6,6,0,0,Unsure,Dragon,Arrowhead,33
700,2,70,6,6,999,2,90,5,5,145,2,70,6,6,1,0,Unsure,Arrowhead,Joker,14
700,2,70,6,6,999,2,90,5,5,165,2,90,6,6,0,0,Unsure,Dragon,Dragon,11
700,2,70,6,6,999,2,90,5,5,154,2,90,6,6,0,0,Unsure,Dragon,Joker,17
700,2,70,6,6,999,2,90,5,5,144,2,90,6,6,0,0,Unsure,Dragon,Arrowhead,33
700,2,70,6,6,999,3,100,5,5,124,2,60,5,5,0,0,Up to You,Arrowhead,Golem,16
700,2,70,6,6,999,3,100,5,5,104,1,40,6,6,0,0,Up to You,Golem,Arrowhead,25
700,2,70,6,6,999,3,100,5,5,134,1,60,6,6,0,0,Up to You,Golem,Joker,13
700,2,70,6,6,999,3,100,5,5,114,2,40,5,6,0,0,Up to You,Arrowhead,Arrowhead,9
700,2,70,6,6,999,3,100,5,5,134,1,60,6,6,0,0,Up to You,Golem,Golem,14
700,2,70,6,6,999,2,80,6,6,215,2,80,6,6,0,1,Not Good,Naga,Suezo,20
700,2,70,6,6,999,2,80,6,6,165,2,90,6,5,0,0,Not Good,Suezo,Suezo,12
700,2,70,6,6,999,2,80,6,6,226,2,70,6,6,1,0,Not Good,Arrowhead,Joker,21
700,2,70,6,6,999,2,80,6,6,185,2,110,5,5,0,0,Not Good,Naga,Naga,14
700,2,70,6,6,999,2,80,6,6,222,2,40,5,4,0,0,Not Good,Arrowhead,Arrowhead,12
999,1,60,6,6,700,2,90,6,6,233,1,60,6,6,0,0,Great,Golem,Golem,8
999,1,60,6,6,700,2,90,6,6,412,1,60,6,6,1,0,Great,Golem,Joker,22
999,1,60,6,6,700,2,90,6,6,600,2,90,6,6,0,1,Great,Durahan,Phoenix,6
999,1,60,6,6,700,2,90,6,6,184,1,60,6,6,0,0,Great,Golem,Durahan,43
999,1,60,6,6,700,2,90,6,6,358,1,80,6,6,0,0,Great,Durahan,Joker,6
999,1,60,6,6,700,2,70,6,6,352,1,60,6,6,1,0,Great,Golem,Joker,39
999,1,60,6,6,700,2,70,6,6,381,1,60,6,6,1,0,Great,Golem,Joker,39
999,1,60,6,6,700,2,70,6,6,236,1,40,6,6,0,0,Great,Golem,Arrowhead,39
999,1,60,6,6,700,2,70,6,6,232,1,40,6,6,0,0,Great,Golem,Arrowhead,39
999,1,60,6,6,700,2,70,6,6,373,1,60,6,6,1,0,Great,Golem,Joker,39
999,1,60,6,6,999,2,80,6,6,143,1,60,5,5,0,0,Fine,Golem,Monol,17
999,1,60,6,6,999,2,80,6,6,264,1,50,6,6,0,0,Fine,Golem,Jell,34
999,1,60,6,6,999,2,80,6,6,338,1,10,6,6,0,0,Fine,Monol,Golem,5
999,1,60,6,6,999,2,80,6,6,384,1,60,6,6,1,0,Fine,Golem,Joker,17
999,1,60,6,6,999,2,80,6,6,435,2,90,6,3,0,0,Fine,Jell,Golem,10
999,1,60,6,6,999,1,60,6,6,202,2,90,5,5,0,0,Good,Suezo,Golem,5
999,1,60,6,6,999,1,60,6,6,216,2,90,6,5,0,0,Good,Suezo,Suezo,3
999,1,60,6,6,999,1,60,6,6,315,1,60,6,6,0,0,Good,Golem,Golem,6
999,1,60,6,6,999,1,60,6,6,165,1,20,6,6,0,0,Good,Golem,Worm,34
999,1,60,6,6,999,1,60,6,6,282,1,40,6,6,0,0,Good,Worm,Golem,10
999,1,60,6,6,999,4,150,2,2,151,2,70,6,6,0,0,Up to You,Golem,Pixie,15
999,1,60,6,6,999,4,150,2,2,262,4,140,2,2,0,0,Up to You,Tiger,Tiger,3
999,1,60,6,6,999,4,150,2,2,138,2,70,6,6,0,0,Up to You,Golem,Tiger,31
999,1,60,6,6,999,4,150,2,2,218,3,110,3,3,0,0,Up to You,Pixie,Joker,4
999,1,60,6,6,999,4,150,2,2,195,3,100,5,5,0,0,Up to You,Pixie,Golem,8
999,1,60,6,6,999,3,120,2,2,215,3,120,2,2,0,1,Not Good,Hopper,Bajarl,10
999,1,60,6,6,999,3,120,2,2,128,1,60,6,6,1,0,Not Good,Golem,Joker,32
999,1,60,6,6,999,3,120,2,2,138,2,70,6,6,0,0,Not Good,Golem,Bajarl,31
999,1,60,6,6,999,3,120,2,2,128,1,60,6,6,1,0,Not Good,Golem,Joker,32
999,1,60,6,6,999,3,120,2,2,215,3,120,2,2,0,1,Not Good,Hopper,Bajarl,10
999,1,60,6,6,999,2,90,5,5,129,1,60,6,6,0,0,Unsure,Golem,Dragon,32
999,1,60,6,6,999,2,90,5,5,201,2,90,5,6,0,1,Unsure,Dragon,Metalner,6
999,1,60,6,6,999,2,90,5,5,113,1,30,6,6,0,0,Unsure,Golem,Metalner,17
999,1,60,6,6,999,2,90,5,5,129,1,60,6,6,0,0,Unsure,Golem,Dragon,32
999,1,60,6,6,999,2,90,5,5,143,1,60,6,6,1,0,Unsure,Golem,Joker,17
999,1,60,6,6,999,3,100,5,5,115,1,60,6,6,0,0,Up to You,Golem,Golem,59
999,1,60,6,6,999,3,100,5,5,210,3,100,5,5,0,1,Up to You,Ducken,Golem,4
999,1,60,6,6,999,3,100,5,5,129,1,60,6,6,1,0,Up to You,Golem,Joker,35
999,1,60,6,6,999,3,100,5,5,129,1,60,6,6,1,0,Up to You,Golem,Joker,35
999,1,60,6,6,999,3,100,5,5,115,1,60,6,6,0,0,Up to You,Golem,Golem,59
999,1,60,6,6,999,2,80,6,6,344,2,90,6,5,0,0,Not Good,Naga,Golem,10
999,1,60,6,6,999,2,80,6,6,272,1,60,6,6,0,0,Not Good,Golem,Suezo,17
999,1,60,6,6,999,2,80,6,6,203,1,50,6,6,0,0,Not Good,Golem,Naga,34
999,1,60,6,6,999,2,80,6,6,249,1,60,6,6,1,0,Not Good,Golem,Joker,17
999,1,60,6,6,999,2,80,6,6,227,1,50,6,6,0,0,Not Good,Golem,Naga,34
999,2,80,6,6,700,2,90,6,6,320,2,80,6,5,1,0,Fine,Jell,Monol,39
999,2,80,6,6,700,2,90,6,6,283,1,10,6,6,0,0,Fine,Monol,Monol,15
999,2,80,6,6,700,2,90,6,6,326,1,70,6,6,0,0,Fine,Durahan,Durahan,12
999,2,80,6,6,700,2,90,6,6,288,2,80,6,5,1,0,Fine,Jell,Monol,39
999,2,80,6,6,700,2,90,6,6,369,2,90,6,4,0,1,Fine,Durahan,Phoenix,17
999,2,80,6,6,700,2,70,6,6,292,2,40,5,4,0,0,Fine,Arrowhead,Arrowhead,9
999,2,80,6,6,700,2,70,6,6,183,2,110,4,5,0,0,Fine,Jell,Jell,19
999,2,80,6,6,700,2,70,6,6,304,2,40,5,4,0,0,Fine,Arrowhead,Arrowhead,9
999,2,80,6,6,700,2,70,6,6,318,2,80,6,5,1,0,Fine,Jell,Monol,44
999,2,80,6,6,700,2,70,6,6,345,2,70,6,6,0,1,Fine,Arrowhead,Joker,11
999,2,80,6,6,999,1,60,6,6,409,2,80,6,4,1,0,Fine,Jell,Monol,12
999,2,80,6,6,999,1,60,6,6,372,2,90,6,5,0,0,Fine,Jell,Golem,22
999,2,80,6,6,999,1,60,6,6,403,1,60,6,6,0,1,Fine,Golem,Joker,10
999,2,80,6,6,999,1,60,6,6,156,1,60,5,5,0,0,Fine,Golem,Monol,10
999,2,80,6,6,999,1,60,6,6,272,1,50,6,6,0,0,Fine,Golem,Jell,19
999,2,80,6,6,999,1,60,6,6,296,1,60,6,6,0,0,Unsure,Monol,Suezo,5
999,2,80,6,6,999,1,60,6,6,364,2,80,6,5,1,0,Unsure,Jell,Monol,11
999,2,80,6,6,999,1,60,6,6,348,1,60,6,6,0,0,Unsure,Monol,Suezo,5
999,2,80,6,6,999,1,60,6,6,182,2,100,5,5,0,0,Unsure,Jell,Worm,21
999,2,80,6,6,999,1,60,6,6,233,1,40,6,6,0,0,Unsure,Worm,Jell,10
999,2,80,6,6,999,4,150,2,2,237,3,130,3,3,0,0,Unsure,Tiger,Monol,5
999,2,80,6,6,999,4,150,2,2,213,3,120,3,3,0,0,Unsure,Tiger,Jell,10
999,2,80,6,6,999,4,150,2,2,260,4,140,2,2,0,0,Unsure,Tiger,Tiger,3
999,2,80,6,6,999,4,150,2,2,217,3,110,4,4,0,0,Unsure,Pixie,Monol,4
999,2,80,6,6,999,4,150,2,2,133,2,40,6,6,0,0,Unsure,Monol,Tiger,10
999,2,80,6,6,999,3,120,2,2,201,3,120,2,2,0,1,Up to You,Hopper,Bajarl,19
999,2,80,6,6,999,3,120,2,2,147,2,80,6,6,1,0,Up to You,Jell,Monol,38
999,2,80,6,6,999,3,120,2,2,104,1,10,6,6,0,0,Up to You,Monol,Monol,14
999,2,80,6,6,999,3,120,2,2,201,3,120,2,2,0,1,Up to You,Hopper,Bajarl,19
999,2,80,6,6,999,3,120,2,2,147,2,80,6,6,1,0,Up to You,Jell,Monol,38
999,2,80,6,6,999,2,90,5,5,172,2,90,6,6,0,0,Not Good,Dragon,Monol,18
999,2,80,6,6,999,2,90,5,5,172,2,90,5,6,0,1,Not Good,Dragon,Metalner,18
999,2,80,6,6,999,2,90,5,5,162,2,80,6,6,1,0,Not Good,Jell,Monol,29
999,2,80,6,6,999,2,90,5,5,205,2,110,4,5,0,0,Not Good,Jell,Jell,13
999,2,80,6,6,999,2,90,5,5,172,2,90,5,6,0,1,Not Good,Dragon,Metalner,18
999,2,80,6,6,999,3,100,5,5,161,2,80,6,6,1,0,Up to You,Jell,Monol,19
999,2,80,6,6,999,3,100,5,5,222,3,100,5,5,0,1,Up to You,Ducken,Golem,2
999,2,80,6,6,999,3,100,5,5,171,2,90,6,6,0,0,Up to You,Jell,Golem,19
999,2,80,6,6,999,3,100,5,5,118,1,10,6,6,0,0,Up to You,Monol,Monol,7
999,2,80,6,6,999,3,100,5,5,155,1,60,6,6,0,0,Up to You,Golem,Golem,9
999,2,80,6,6,999,2,80,6,6,195,2,100,5,5,0,0,Not Good,Naga,Jell,10
999,2,80,6,6,999,2,80,6,6,297,2,110,4,6,0,0,Not Good,Jell,Naga,21
999,2,80,6,6,999,2,80,6,6,324,2,80,6,5,0,0,Not Good,Jell,Suezo,11
999,2,80,6,6,999,2,80,6,6,213,2,90,5,5,0,0,Not Good,Suezo,Monol,3
999,2,80,6,6,999,2,80,6,6,304,2,80,6,5,1,0,Not Good,Jell,Monol,11
999,1,60,6,6,700,2,90,6,6,308,1,60,6,6,1,0,Good,Worm,Suezo,39
999,1,60,6,6,700,2,90,6,6,164,2,90,6,5,0,0,Good,Suezo,Suezo,15
999,1,60,6,6,700,2,90,6,6,346,1,60,6,6,1,0,Good,Worm,Suezo,39
999,1,60,6,6,700,2,90,6,6,253,1,60,6,6,0,0,Good,Worm,Worm,17
999,1,60,6,6,700,2,90,6,6,433,2,90,6,5,0,1,Good,Durahan,Phoenix,17
999,1,60,6,6,700,2,70,6,6,310,1,60,6,6,1,0,Good,Worm,Suezo,40
999,1,60,6,6,700,2,70,6,6,344,1,60,6,6,1,0,Good,Worm,Suezo,40
999,1,60,6,6,700,2,70,6,6,268,2,70,6,6,0,1,Good,Arrowhead,Joker,10
999,1,60,6,6,700,2,70,6,6,245,1,60,6,6,0,0,Good,Worm,Worm,17
999,1,60,6,6,700,2,70,6,6,165,2,90,6,5,0,0,Good,Suezo,Suezo,15
999,1,60,6,6,999,1,60,6,6,454,1,60,6,6,0,1,Good,Golem,Joker,10
999,1,60,6,6,999,1,60,6,6,225,1,40,6,6,0,0,Good,Worm,Golem,22
999,1,60,6,6,999,1,60,6,6,188,1,20,6,6,0,0,Good,Golem,Worm,19
999,1,60,6,6,999,1,60,6,6,188,2,90,5,5,0,0,Good,Suezo,Golem,12
999,1,60,6,6,999,1,60,6,6,188,2,90,5,5,0,0,Good,Suezo,Golem,12
999,1,60,6,6,999,2,80,6,6,370,2,80,6,5,0,0,Unsure,Jell,Suezo,5
999,1,60,6,6,999,2,80,6,6,395,1,10,6,6,0,0,Unsure,Monol,Monol,3
999,1,60,6,6,999,2,80,6,6,197,2,100,5,5,0,0,Unsure,Jell,Worm,10
999,1,60,6,6,999,2,80,6,6,328,1,60,6,6,0,0,Unsure,Worm,Worm,4
999,1,60,6,6,999,2,80,6,6,265,1,70,6,6,0,0,Unsure,Worm,Monol,11
999,1,60,6,6,999,4,150,2,2,168,1,60,6,6,0,0,Up to You,Worm,Worm,4
999,1,60,6,6,999,4,150,2,2,205,3,110,3,3,0,0,Up to You,Tiger,Worm,10
999,1,60,6,6,999,4,150,2,2,171,2,90,5,5,0,0,Up to You,Worm,Tiger,18
999,1,60,6,6,999,4,150,2,2,258,4,150,2,2,0,1,Up to You,Tiger,Pixie,5
999,1,60,6,6,999,4,150,2,2,205,3,110,3,3,0,0,Up to You,Pixie,Worm,8
999,1,60,6,6,999,3,120,2,2,185,2,90,6,5,0,0,Up to You,Suezo,Suezo,12
999,1,60,6,6,999,3,120,2,2,202,3,120,2,2,0,1,Up to You,Hopper,Bajarl,16
999,1,60,6,6,999,3,120,2,2,128,1,60,6,6,1,0,Up to You,Worm,Suezo,32
999,1,60,6,6,999,3,120,2,2,192,3,110,3,3,0,0,Up to You,Hopper,Suezo,16
999,1,60,6,6,999,3,120,2,2,245,3,150,2,2,0,0,Up to You,Hopper,Hopper,11
999,1,60,6,6,999,2,90,5,5,129,1,60,6,6,1,0,Not Good,Worm,Suezo,36
999,1,60,6,6,999,2,90,5,5,187,2,90,6,5,0,0,Not Good,Suezo,Suezo,14
999,1,60,6,6,999,2,90,5,5,187,2,90,6,6,0,0,Not Good,Dragon,Dragon,14
999,1,60,6,6,999,2,90,5,5,129,1,60,6,6,1,0,Not Good,Worm,Suezo,36
999,1,60,6,6,999,2,90,5,5,173,2,90,5,6,0,1,Not Good,Dragon,Metalner,21
999,1,60,6,6,999,3,100,5,5,142,1,60,6,6,1,0,Up to You,Worm,Suezo,19
999,1,60,6,6,999,3,100,5,5,156,1,60,6,6,0,0,Up to You,Golem,Golem,9
999,1,60,6,6,999,3,100,5,5,224,3,100,5,5,0,1,Up to You,Ducken,Golem,2
999,1,60,6,6,999,3,100,5,5,122,1,40,6,6,0,0,Up to You,Worm,Golem,18
999,1,60,6,6,999,3,100,5,5,156,1,60,6,6,0,0,Up to You,Golem,Suezo,8
999,1,60,6,6,999,2,80,6,6,273,1,50,6,6,0,0,Unsure,Worm,Naga,21
999,1,60,6,6,999,2,80,6,6,386,2,80,6,4,0,0,Unsure,Suezo,Naga,10
999,1,60,6,6,999,2,80,6,6,311,1,60,6,6,1,0,Unsure,Worm,Suezo,21
999,1,60,6,6,999,2,80,6,6,173,2,90,6,5,0,0,Unsure,Suezo,Suezo,16
999,1,60,6,6,999,2,80,6,6,410,2,90,6,6,0,0,Unsure,Suezo,Worm,5
999,4,150,2,2,700,2,90,6,6,219,4,150,2,2,1,0,Up to You,Tiger,Pixie,19
999,4,150,2,2,700,2,90,6,6,157,3,100,5,5,0,0,Up to You,Pixie,Durahan,30
999,4,150,2,2,700,2,90,6,6,182,2,90,6,6,0,1,Up to You,Durahan,Phoenix,7
999,4,150,2,2,700,2,90,6,6,159,2,90,6,6,0,0,Up to You,Durahan,Tiger,15
999,4,150,2,2,700,2,90,6,6,220,4,140,3,3,0,0,Up to You,Pixie,Pixie,10
999,4,150,2,2,700,2,70,6,6,179,3,110,3,3,0,0,Up to You,Pixie,Joker,26
