Main_Stat,Main_Growth,Main_Base,Main_Base_Rank,Main_True_Rank,Sub_Stat,Sub_Growth,Sub_Base,Sub_Base_Rank,Sub_True_Rank,Result_Stat,Result_Growth,Result_Base,Result_Base_Rank,Result_True_Rank,Main_Result,Sub_Result,Type,Main,Sub,Rarity
999,4,130,2,2,999,4,140,2,2,177,3,100,4,4,0,0,Great,Durahan,Golem,25
999,4,130,2,2,999,4,140,2,2,581,4,140,2,2,0,1,Great,Golem,Joker,12
999,4,130,2,2,999,4,140,2,2,177,3,100,4,4,0,0,Great,Golem,Durahan,25
999,4,130,2,2,999,4,130,2,2,406,4,130,2,2,0,1,Fine,Jell,Monol,21
999,4,130,2,2,999,4,130,2,2,416,4,130,2,2,0,1,Fine,Jell,Monol,21
999,4,130,2,2,999,4,130,2,2,364,4,130,2,2,1,0,Fine,Durahan,Phoenix,36
999,4,130,2,2,999,4,130,2,2,386,4,130,2,2,1,0,Fine,Durahan,Phoenix,36
999,4,130,2,2,999,4,130,2,2,158,3,80,5,5,0,0,Fine,Durahan,Durahan,16
999,4,130,2,2,999,4,130,2,2,458,4,130,2,1,0,1,Good,Worm,Suezo,21
999,4,130,2,2,999,4,130,2,2,395,4,130,2,1,1,0,Good,Durahan,Phoenix,36
999,4,130,2,2,999,4,130,2,2,261,5,170,1,1,0,0,Good,Suezo,Suezo,13
999,4,130,2,2,999,4,130,2,2,473,4,130,2,1,0,1,Good,Worm,Suezo,21
999,4,130,2,2,999,4,130,2,2,479,4,130,2,1,0,1,Good,Worm,Suezo,21
999,4,130,2,2,999,4,140,3,3,197,3,120,3,3,0,0,Up to You,Durahan,Tiger,29
999,4,130,2,2,999,4,140,3,3,220,4,130,2,2,1,0,Up to You,Durahan,Phoenix,14
999,4,130,2,2,999,4,140,3,3,240,4,150,1,1,0,0,Up to You,Durahan,Pixie,14
999,4,130,2,2,999,4,140,3,3,233,4,130,3,2,0,0,Up to You,Tiger,Tiger,6
999,4,130,2,2,999,4,140,3,3,230,4,140,2,2,0,0,Up to You,Pixie,Durahan,14
999,4,130,2,2,999,3,110,3,3,188,3,110,3,2,0,1,Not Good,Hopper,Bajarl,25
999,4,130,2,2,999,3,110,3,3,195,4,130,2,2,1,0,Not Good,Durahan,Phoenix,41
999,4,130,2,2,999,3,110,3,3,195,4,130,2,2,1,0,Not Good,Durahan,Phoenix,41
999,4,130,2,2,999,3,110,3,3,188,3,110,3,2,0,1,Not Good,Hopper,Bajarl,25
999,4,130,2,2,999,3,110,3,3,195,4,130,2,2,1,0,Not Good,Durahan,Phoenix,41
999,4,130,2,2,999,3,110,3,4,221,4,130,2,3,1,0,Unsure,Durahan,Phoenix,14
999,4,130,2,2,999,3,110,3,4,218,4,140,2,2,0,0,Unsure,Dragon,Durahan,21
999,4,130,2,2,999,3,110,3,4,171,2,80,5,5,0,0,Unsure,Durahan,Metalner,10
999,4,130,2,2,999,3,110,3,4,184,3,80,5,4,0,0,Unsure,Durahan,Durahan,6
999,4,130,2,2,999,3,110,3,4,264,5,160,2,2,0,0,Unsure,Dragon,Dragon,6
999,4,130,2,2,999,3,120,3,3,208,4,130,2,2,1,0,Up to You,Durahan,Phoenix,24
999,4,130,2,2,999,3,120,3,3,178,3,100,4,4,0,0,Up to You,Durahan,Golem,23
999,4,130,2,2,999,3,120,3,3,171,3,80,5,5,0,0,Up to You,Durahan,Durahan,11
999,4,130,2,2,999,3,120,3,3,178,3,100,4,4,0,0,Up to You,Golem,Durahan,23
999,4,130,2,2,999,3,120,3,3,178,3,100,4,4,0,0,Up to You,Durahan,Golem,23
999,4,130,2,2,999,3,110,4,4,261,5,170,1,1,0,0,Not Good,Suezo,Suezo,13
999,4,130,2,2,999,3,110,4,4,195,4,130,2,2,1,0,Not Good,Durahan,Phoenix,36
999,4,130,2,2,999,3,110,4,4,195,4,130,2,2,1,0,Not Good,Durahan,Phoenix,36
999,4,130,2,2,999,3,110,4,4,188,3,110,4,3,0,1,Not Good,Naga,Suezo,21
999,4,130,2,2,999,3,110,4,4,158,3,80,5,5,0,0,Not Good,Durahan,Durahan,16
999,3,120,3,2,999,4,130,2,2,168,3,90,5,5,0,0,Great,Durahan,Arrowhead,22
999,3,120,3,2,999,4,130,2,2,171,3,80,5,4,0,0,Great,Durahan,Durahan,8
999,3,120,3,2,999,4,130,2,2,158,2,80,6,5,0,0,Great,Arrowhead,Durahan,27
999,3,120,3,2,999,4,130,2,2,158,2,80,6,5,0,0,Great,Arrowhead,Durahan,27
999,3,120,3,2,999,4,130,2,2,161,2,70,4,6,0,0,Great,Arrowhead,Arrowhead,8
999,3,120,3,2,999,4,140,2,2,201,3,110,3,3,0,0,Great,Golem,Golem,8
999,3,120,3,2,999,4,140,2,2,542,4,140,2,2,0,1,Great,Golem,Joker,27
999,3,120,3,2,999,4,140,2,2,532,4,140,2,2,0,1,Great,Golem,Joker,27
999,3,120,3,2,999,4,140,2,2,188,3,110,4,4,0,0,Great,Golem,Arrowhead,27
999,3,120,3,2,999,4,140,2,2,148,2,70,4,4,0,0,Great,Arrowhead,Golem,16
999,3,120,3,2,999,4,130,2,2,438,3,140,2,2,0,0,Fine,Monol,Monol,15
999,3,120,3,2,999,4,130,2,2,350,4,130,2,1,0,0,Fine,Jell,Jell,18
999,3,120,3,2,999,4,130,2,2,148,2,70,4,6,0,0,Fine,Arrowhead,Arrowhead,15
999,3,120,3,2,999,4,130,2,2,198,3,120,3,3,1,0,Fine,Arrowhead,Joker,26
999,3,120,3,2,999,4,130,2,2,428,4,130,2,1,0,1,Fine,Jell,Monol,26
999,3,120,3,2,999,4,130,2,2,460,4,130,2,1,0,1,Good,Worm,Suezo,20
999,3,120,3,2,999,4,130,2,2,161,2,70,4,6,0,0,Good,Arrowhead,Arrowhead,12
999,3,120,3,2,999,4,130,2,2,261,5,170,1,1,0,0,Good,Suezo,Suezo,12
999,3,120,3,2,999,4,130,2,2,198,3,120,3,3,1,0,Good,Arrowhead,Joker,21
999,3,120,3,2,999,4,130,2,2,161,2,70,4,6,0,0,Good,Arrowhead,Arrowhead,12
999,3,120,3,2,999,4,140,3,3,221,4,130,3,2,0,0,Up to You,Tiger,Tiger,13
999,3,120,3,2,999,4,140,3,3,198,3,120,3,3,1,0,Up to You,Arrowhead,Joker,20
999,3,120,3,2,999,4,140,3,3,218,4,140,3,2,0,1,Up to You,Tiger,Pixie,20
999,3,120,3,2,999,4,140,3,3,198,3,120,3,3,1,0,Up to You,Arrowhead,Joker,20
999,3,120,3,2,999,4,140,3,3,248,5,170,1,1,0,0,Up to You,Pixie,Joker,17
999,3,120,3,2,999,3,110,3,3,199,3,120,3,4,1,0,Not Good,Arrowhead,Joker,24
999,3,120,3,2,999,3,110,3,3,189,3,110,3,3,0,0,Not Good,Hopper,Hopper,16
999,3,120,3,2,999,3,110,3,3,162,2,70,4,5,0,0,Not Good,Arrowhead,Arrowhead,14
999,3,120,3,2,999,3,110,3,3,199,3,120,3,4,1,0,Not Good,Arrowhead,Joker,24
999,3,120,3,2,999,3,110,3,3,189,4,110,2,2,0,0,Not Good,Hopper,Joker,23
999,3,120,3,2,999,3,110,3,4,206,4,140,2,2,0,0,Unsure,Dragon,Arrowhead,33
999,3,120,3,2,999,3,110,3,4,212,3,120,3,3,1,0,Unsure,Arrowhead,Joker,14
999,3,120,3,2,999,3,110,3,4,252,5,160,2,2,0,0,Unsure,Dragon,Dragon,11
999,3,120,3,2,999,3,110,3,4,239,5,160,1,1,0,0,Unsure,Dragon,Joker,17
999,3,120,3,2,999,3,110,3,4,206,4,140,2,2,0,0,Unsure,Dragon,Arrowhead,33
999,3,120,3,2,999,3,120,3,3,148,2,70,4,4,0,0,Up to You,Arrowhead,Golem,16
999,3,120,3,2,999,3,120,3,3,188,3,110,4,4,0,0,Up to You,Golem,Arrowhead,25
999,3,120,3,2,999,3,120,3,3,231,4,140,2,2,0,0,Up to You,Golem,Joker,13
999,3,120,3,2,999,3,120,3,3,161,2,70,4,5,0,0,Up to You,Arrowhead,Arrowhead,9
999,3,120,3,2,999,3,120,3,3,201,3,110,3,3,0,0,Up to You,Golem,Golem,14
999,3,120,3,2,999,3,110,4,4,189,3,110,4,3,0,1,Not Good,Naga,Suezo,20
999,3,120,3,2,999,3,110,4,4,262,5,170,1,1,0,0,Not Good,Suezo,Suezo,12
999,3,120,3,2,999,3,110,4,4,199,3,120,3,3,1,0,Not Good,Arrowhead,Joker,21
999,3,120,3,2,999,3,110,4,4,192,1,100,6,6,0,0,Not Good,Naga,Naga,14
999,3,120,3,2,999,3,110,4,4,162,2,70,4,6,0,0,Not Good,Arrowhead,Arrowhead,12
999,4,140,2,2,999,4,130,2,2,200,3,110,3,3,0,0,Great,Golem,Golem,8
999,4,140,2,2,999,4,130,2,2,501,4,140,2,2,1,0,Great,Golem,Joker,22
999,4,140,2,2,999,4,130,2,2,654,4,130,2,1,0,1,Great,Durahan,Phoenix,6
999,4,140,2,2,999,4,130,2,2,164,3,100,4,4,0,0,Great,Golem,Durahan,43
999,4,140,2,2,999,4,130,2,2,253,4,150,1,2,0,0,Great,Durahan,Joker,6
999,4,140,2,2,999,3,120,3,2,468,4,140,2,1,1,0,Great,Golem,Joker,39
999,4,140,2,2,999,3,120,3,2,473,4,140,2,1,1,0,Great,Golem,Joker,39
999,4,140,2,2,999,3,120,3,2,174,3,110,4,4,0,0,Great,Golem,Arrowhead,39
999,4,140,2,2,999,3,120,3,2,174,3,110,4,4,0,0,Great,Golem,Arrowhead,39
999,4,140,2,2,999,3,120,3,2,455,4,140,2,2,1,0,Great,Golem,Joker,39
999,4,140,2,2,999,4,130,2,2,187,3,110,4,4,0,0,Fine,Golem,Monol,17
999,4,140,2,2,999,4,130,2,2,164,3,100,4,4,0,0,Fine,Golem,Jell,34
999,4,140,2,2,999,4,130,2,2,223,3,120,3,3,0,0,Fine,Monol,Golem,5
999,4,140,2,2,999,4,130,2,2,398,4,140,2,2,1,0,Fine,Golem,Joker,17
999,4,140,2,2,999,4,130,2,2,443,4,130,2,1,0,0,Fine,Jell,Golem,10
999,4,140,2,2,999,4,130,2,2,273,4,170,1,2,0,0,Good,Suezo,Golem,5
999,4,140,2,2,999,4,130,2,2,286,5,170,1,1,0,0,Good,Suezo,Suezo,3
999,4,140,2,2,999,4,130,2,2,213,3,110,3,3,0,0,Good,Golem,Golem,6
999,4,140,2,2,999,4,130,2,2,174,3,110,4,4,0,0,Good,Golem,Worm,34
999,4,140,2,2,999,4,130,2,2,210,3,120,3,3,0,0,Good,Worm,Golem,10
999,4,140,2,2,999,4,140,3,3,216,4,140,2,2,0,0,Up to You,Golem,Pixie,15
999,4,140,2,2,999,4,140,3,3,245,4,130,3,3,0,0,Up to You,Tiger,Tiger,3
999,4,140,2,2,999,4,140,3,3,174,3,110,4,4,0,0,Up to You,Golem,Tiger,31
999,4,140,2,2,999,4,140,3,3,272,5,170,1,1,0,0,Up to You,Pixie,Joker,4
999,4,140,2,2,999,4,140,3,3,239,4,150,1,1,0,0,Up to You,Pixie,Golem,8
999,4,140,2,2,999,3,110,3,3,201,3,110,3,3,0,1,Not Good,Hopper,Bajarl,10
999,4,140,2,2,999,3,110,3,3,205,4,140,2,2,1,0,Not Good,Golem,Joker,32
999,4,140,2,2,999,3,110,3,3,185,3,120,3,3,0,0,Not Good,Golem,Bajarl,31
999,4,140,2,2,999,3,110,3,3,205,4,140,2,2,1,0,Not Good,Golem,Joker,32
999,4,140,2,2,999,3,110,3,3,201,3,110,3,3,0,1,Not Good,Hopper,Bajarl,10
999,4,140,2,2,999,3,110,3,4,195,4,130,3,3,0,0,Unsure,Golem,Dragon,32
999,4,140,2,2,999,3,110,3,4,214,3,110,3,4,0,1,Unsure,Dragon,Metalner,6
999,4,140,2,2,999,3,110,3,4,178,2,100,4,5,0,0,Unsure,Golem,Metalner,17
999,4,140,2,2,999,3,110,3,4,195,4,130,3,3,0,0,Unsure,Golem,Dragon,32
999,4,140,2,2,999,3,110,3,4,218,4,140,2,3,1,0,Unsure,Golem,Joker,17
999,4,140,2,2,999,3,120,3,3,161,3,110,3,3,0,0,Up to You,Golem,Golem,59
999,4,140,2,2,999,3,120,3,3,223,3,120,3,3,0,1,Up to You,Ducken,Golem,4
999,4,140,2,2,999,3,120,3,3,204,4,140,2,2,1,0,Up to You,Golem,Joker,35
999,4,140,2,2,999,3,120,3,3,204,4,140,2,2,1,0,Up to You,Golem,Joker,35
999,4,140,2,2,999,3,120,3,3,161,3,110,3,3,0,0,Up to You,Golem,Golem,59
999,4,140,2,2,999,3,110,4,4,191,2,100,5,6,0,0,Not Good,Naga,Golem,10
999,4,140,2,2,999,3,110,4,4,218,4,140,2,2,0,0,Not Good,Golem,Suezo,17
999,4,140,2,2,999,3,110,4,4,125,2,60,5,5,0,0,Not Good,Golem,Naga,34
999,4,140,2,2,999,3,110,4,4,218,4,140,2,2,1,0,Not Good,Golem,Joker,17
999,4,140,2,2,999,3,110,4,4,125,2,60,5,5,0,0,Not Good,Golem,Naga,34
999,4,130,2,2,999,4,130,2,2,360,4,130,2,2,1,0,Fine,Jell,Monol,39
999,4,130,2,2,999,4,130,2,2,426,3,140,2,2,0,0,Fine,Monol,Monol,15
999,4,130,2,2,999,4,130,2,2,171,3,80,5,5,0,0,Fine,Durahan,Durahan,12
999,4,130,2,2,999,4,130,2,2,368,4,130,2,2,1,0,Fine,Jell,Monol,39
999,4,130,2,2,999,4,130,2,2,427,4,130,2,2,0,1,Fine,Durahan,Phoenix,17
999,4,130,2,2,999,3,120,3,2,161,2,70,4,6,0,0,Fine,Arrowhead,Arrowhead,9
999,4,130,2,2,999,3,120,3,2,354,4,130,2,2,0,0,Fine,Jell,Jell,19
999,4,130,2,2,999,3,120,3,2,161,2,70,4,6,0,0,Fine,Arrowhead,Arrowhead,9
999,4,130,2,2,999,3,120,3,2,361,4,130,2,2,1,0,Fine,Jell,Monol,44
999,4,130,2,2,999,3,120,3,2,211,3,120,3,3,0,1,Fine,Arrowhead,Joker,11
999,4,130,2,2,999,4,140,2,2,438,4,130,2,2,1,0,Fine,Jell,Monol,12
999,4,130,2,2,999,4,140,2,2,404,4,130,2,2,0,0,Fine,Jell,Golem,22
999,4,130,2,2,999,4,140,2,2,466,4,140,2,2,0,1,Fine,Golem,Joker,10
999,4,130,2,2,999,4,140,2,2,200,3,110,4,4,0,0,Fine,Golem,Monol,10
999,4,130,2,2,999,4,140,2,2,177,3,100,4,4,0,0,Fine,Golem,Jell,19
999,4,130,2,2,999,4,130,2,2,254,4,150,1,1,0,0,Unsure,Monol,Suezo,5
999,4,130,2,2,999,4,130,2,2,391,4,130,2,1,1,0,Unsure,Jell,Monol,11
999,4,130,2,2,999,4,130,2,2,254,4,150,1,1,0,0,Unsure,Monol,Suezo,5
999,4,130,2,2,999,4,130,2,2,218,4,140,1,1,0,0,Unsure,Jell,Worm,21
999,4,130,2,2,999,4,130,2,2,211,3,120,3,3,0,0,Unsure,Worm,Jell,10
999,4,130,2,2,999,4,140,3,3,243,4,140,2,2,0,0,Unsure,Tiger,Monol,5
999,4,130,2,2,999,4,140,3,3,240,4,150,2,2,0,0,Unsure,Tiger,Jell,10
999,4,130,2,2,999,4,140,3,3,246,4,130,3,3,0,0,Unsure,Tiger,Tiger,3
999,4,130,2,2,999,4,140,3,3,243,4,140,1,1,0,0,Unsure,Pixie,Monol,4
999,4,130,2,2,999,4,140,3,3,210,3,120,2,2,0,0,Unsure,Monol,Tiger,10
999,4,130,2,2,999,3,110,3,3,188,3,110,3,3,0,1,Up to You,Hopper,Bajarl,19
999,4,130,2,2,999,3,110,3,3,195,4,130,2,2,1,0,Up to You,Jell,Monol,38
999,4,130,2,2,999,3,110,3,3,231,3,140,2,2,0,0,Up to You,Monol,Monol,14
999,4,130,2,2,999,3,110,3,3,188,3,110,3,3,0,1,Up to You,Hopper,Bajarl,19
999,4,130,2,2,999,3,110,3,3,195,4,130,2,2,1,0,Up to You,Jell,Monol,38
999,4,130,2,2,999,3,110,3,4,218,4,140,2,2,0,0,Not Good,Dragon,Monol,18
999,4,130,2,2,999,3,110,3,4,188,3,110,3,4,0,1,Not Good,Dragon,Metalner,18
999,4,130,2,2,999,3,110,3,4,208,4,130,2,2,1,0,Not Good,Jell,Monol,29
999,4,130,2,2,999,3,110,3,4,221,4,130,2,2,0,0,Not Good,Jell,Jell,13
999,4,130,2,2,999,3,110,3,4,188,3,110,3,4,0,1,Not Good,Dragon,Metalner,18
999,4,130,2,2,999,3,120,3,3,208,4,130,2,2,1,0,Up to You,Jell,Monol,19
999,4,130,2,2,999,3,120,3,3,237,3,120,3,3,0,1,Up to You,Ducken,Golem,2
999,4,130,2,2,999,3,120,3,3,208,4,130,2,2,0,0,Up to You,Jell,Golem,19
999,4,130,2,2,999,3,120,3,3,244,3,140,2,2,0,0,Up to You,Monol,Monol,7
999,4,130,2,2,999,3,120,3,3,201,3,110,3,3,0,0,Up to You,Golem,Golem,9
999,4,130,2,2,999,3,110,4,4,181,2,90,6,6,0,0,Not Good,Naga,Jell,10
999,4,130,2,2,999,3,110,4,4,208,3,130,2,3,0,0,Not Good,Jell,Naga,21
999,4,130,2,2,999,3,110,4,4,241,4,150,1,1,0,0,Not Good,Jell,Suezo,11
999,4,130,2,2,999,3,110,4,4,257,4,140,1,1,0,0,Not Good,Suezo,Monol,3
999,4,130,2,2,999,3,110,4,4,221,4,130,2,2,1,0,Not Good,Jell,Monol,11
999,4,130,2,2,999,4,130,2,2,399,4,130,2,1,1,0,Good,Worm,Suezo,39
999,4,130,2,2,999,4,130,2,2,248,5,170,1,1,0,0,Good,Suezo,Suezo,15
999,4,130,2,2,999,4,130,2,2,416,4,130,2,1,1,0,Good,Worm,Suezo,39
999,4,130,2,2,999,4,130,2,2,188,3,110,3,3,0,0,Good,Worm,Worm,17
999,4,130,2,2,999,4,130,2,2,489,4,130,2,1,0,1,Good,Durahan,Phoenix,17
999,4,130,2,2,999,3,120,3,2,422,4,130,2,1,1,0,Good,Worm,Suezo,40
999,4,130,2,2,999,3,120,3,2,400,4,130,2,1,1,0,Good,Worm,Suezo,40
999,4,130,2,2,999,3,120,3,2,211,3,120,3,3,0,1,Good,Arrowhead,Joker,10
999,4,130,2,2,999,3,120,3,2,188,3,110,3,2,0,0,Good,Worm,Worm,17
999,4,130,2,2,999,3,120,3,2,248,5,170,1,1,0,0,Good,Suezo,Suezo,15
999,4,130,2,2,999,4,140,2,2,527,4,140,2,2,0,1,Good,Golem,Joker,10
999,4,130,2,2,999,4,140,2,2,197,3,120,3,3,0,0,Good,Worm,Golem,22
999,4,130,2,2,999,4,140,2,2,187,3,110,4,4,0,0,Good,Golem,Worm,19
999,4,130,2,2,999,4,140,2,2,260,4,170,1,2,0,0,Good,Suezo,Golem,12
999,4,130,2,2,999,4,140,2,2,260,4,170,1,2,0,0,Good,Suezo,Golem,12
999,4,130,2,2,999,4,130,2,2,254,4,150,1,1,0,0,Unsure,Jell,Suezo,5
999,4,130,2,2,999,4,130,2,2,507,3,140,2,2,0,0,Unsure,Monol,Monol,3
999,4,130,2,2,999,4,130,2,2,231,4,140,1,1,0,0,Unsure,Jell,Worm,10
999,4,130,2,2,999,4,130,2,2,214,3,110,3,3,0,0,Unsure,Worm,Worm,4
999,4,130,2,2,999,4,130,2,2,201,3,110,4,4,0,0,Unsure,Worm,Monol,11
999,4,130,2,2,999,4,140,3,3,213,3,110,3,3,0,0,Up to You,Worm,Worm,4
999,4,130,2,2,999,4,140,3,3,240,4,150,1,1,0,0,Up to You,Tiger,Worm,10
999,4,130,2,2,999,4,140,3,3,187,3,110,3,3,0,0,Up to You,Worm,Tiger,18
999,4,130,2,2,999,4,140,3,3,243,4,140,3,3,0,1,Up to You,Tiger,Pixie,5
999,4,130,2,2,999,4,140,3,3,230,4,140,2,2,0,0,Up to You,Pixie,Worm,8
999,4,130,2,2,999,3,110,3,3,261,5,170,1,1,0,0,Up to You,Suezo,Suezo,12
999,4,130,2,2,999,3,110,3,3,188,3,110,3,3,0,1,Up to You,Hopper,Bajarl,16
999,4,130,2,2,999,3,110,3,3,195,4,130,2,2,1,0,Up to You,Worm,Suezo,32
999,4,130,2,2,999,3,110,3,3,218,4,140,2,2,0,0,Up to You,Hopper,Suezo,16
999,4,130,2,2,999,3,110,3,3,201,3,110,3,3,0,0,Up to You,Hopper,Hopper,11
999,4,130,2,2,999,3,110,3,4,195,4,130,2,2,1,0,Not Good,Worm,Suezo,36
999,4,130,2,2,999,3,110,3,4,261,5,170,1,1,0,0,Not Good,Suezo,Suezo,14
999,4,130,2,2,999,3,110,3,4,251,5,160,2,2,0,0,Not Good,Dragon,Dragon,14
999,4,130,2,2,999,3,110,3,4,195,4,130,2,2,1,0,Not Good,Worm,Suezo,36
999,4,130,2,2,999,3,110,3,4,188,3,110,3,4,0,1,Not Good,Dragon,Metalner,21
999,4,130,2,2,999,3,120,3,3,208,4,130,2,2,1,0,Up to You,Worm,Suezo,19
999,4,130,2,2,999,3,120,3,3,201,3,110,3,3,0,0,Up to You,Golem,Golem,9
999,4,130,2,2,999,3,120,3,3,237,3,120,3,3,0,1,Up to You,Ducken,Golem,2
999,4,130,2,2,999,3,120,3,3,198,3,120,3,3,0,0,Up to You,Worm,Golem,18
999,4,130,2,2,999,3,120,3,3,231,4,140,2,2,0,0,Up to You,Golem,Suezo,8
999,4,130,2,2,999,3,110,4,4,178,2,100,4,5,0,0,Unsure,Worm,Naga,21
999,4,130,2,2,999,3,110,4,4,201,3,110,3,3,0,0,Unsure,Suezo,Naga,10
999,4,130,2,2,999,3,110,4,4,208,4,130,2,2,1,0,Unsure,Worm,Suezo,21
999,4,130,2,2,999,3,110,4,4,248,5,170,1,1,0,0,Unsure,Suezo,Suezo,16
999,4,130,2,2,999,3,110,4,4,244,4,140,1,1,0,0,Unsure,Suezo,Worm,5
999,4,140,3,3,999,4,130,2,2,217,4,140,3,3,1,0,Up to You,Tiger,Pixie,19
999,4,140,3,3,999,4,130,2,2,204,4,140,2,2,0,0,Up to You,Pixie,Durahan,30
999,4,140,3,3,999,4,130,2,2,233,4,130,2,2,0,1,Up to You,Durahan,Phoenix,7
999,4,140,3,3,999,4,130,2,2,197,3,120,3,3,0,0,Up to You,Durahan,Tiger,15
999,4,140,3,3,999,4,130,2,2,260,5,170,1,1,0,0,Up to You,Pixie,Pixie,10
999,4,140,3,3,999,3,120,3,2,247,5,170,1,1,0,0,Up to You,Pixie,Joker,26
