Main_Stat,Main_Growth,Main_Base,Main_Base_Rank,Main_True_Rank,Sub_Stat,Sub_Growth,Sub_Base,Sub_Base_Rank,Sub_True_Rank,Result_Stat,Result_Growth,Result_Base,Result_Base_Rank,Result_True_Rank,Main_Result,Sub_Result,Type,Main,Sub,Rarity
824,2,80,5,5,607,2,80,4,4,140,2,80,4,4,0,1,Up to You,Hopper,Kato,29
824,2,80,5,5,607,2,80,4,4,160,3,100,4,3,0,0,Up to You,Hopper,Hopper,19
824,2,80,5,5,607,2,80,4,4,130,2,80,5,5,1,0,Up to You,Mew,Mew,45
824,2,80,5,5,607,2,80,4,4,140,2,80,4,4,0,1,Up to You,Hopper,Kato,29
607,2,80,4,4,824,2,80,5,5,153,3,100,4,4,0,0,Up to You,Hopper,Hopper,20
607,2,80,4,4,824,2,80,5,5,122,1,60,6,6,0,0,Up to You,Kato,Kato,10
607,2,80,4,4,824,2,80,5,5,124,2,80,4,4,1,0,Up to You,Hopper,Kato,48
607,2,80,4,4,824,2,80,5,5,153,3,100,4,4,0,0,Up to You,Hopper,Hopper,20
759,2,80,4,4,837,1,10,6,6,123,2,80,4,4,1,0,Up to You,Pixie,Wracky,57
759,2,80,4,4,837,1,10,6,6,123,2,80,4,4,1,0,Up to You,Pixie,Wracky,57
759,2,80,4,4,837,1,10,6,6,106,1,30,6,6,0,0,Up to You,Wracky,Pixie,11
837,1,10,6,6,759,2,80,4,4,138,2,80,4,4,0,1,Up to You,Pixie,Wracky,33
837,1,10,6,6,759,2,80,4,4,68,1,10,6,6,1,0,Up to You,Wracky,Wracky,37
953,2,20,5,4,818,2,50,6,4,131,2,40,5,4,0,0,Unsure,Niton,Niton,10
953,2,20,5,4,818,2,50,6,4,221,2,20,5,4,1,0,Unsure,Metalner,Metalner,39
953,2,20,5,4,818,2,50,6,4,102,2,50,6,4,0,1,Unsure,Niton,Metalner,51
818,2,50,6,4,953,2,20,5,4,257,2,20,5,3,0,1,Unsure,Metalner,Metalner,22
818,2,50,6,4,953,2,20,5,4,99,2,50,6,5,1,0,Unsure,Niton,Metalner,69
818,2,50,6,4,953,2,20,5,4,99,2,50,6,5,1,0,Unsure,Niton,Metalner,69
818,2,50,6,4,999,4,120,4,4,395,4,120,4,1,0,1,Unsure,Durahan,Joker,11
818,2,50,6,4,999,4,120,4,4,190,3,130,2,2,0,0,Unsure,Niton,Durahan,35
818,2,50,6,4,999,4,120,4,4,373,4,120,4,1,0,1,Unsure,Durahan,Joker,11
818,2,50,6,4,999,4,120,4,4,204,3,120,3,3,0,0,Unsure,Durahan,Metalner,11
900,3,120,3,3,900,3,110,4,3,190,4,120,4,5,0,0,Great,Durahan,Joker,18
900,3,120,3,3,900,3,110,4,3,437,3,120,3,2,0,0,Great,Arrowhead,Durahan,11
900,3,120,3,3,900,3,110,4,3,198,4,140,2,3,0,0,Great,Durahan,Arrowhead,36
900,3,120,3,3,900,3,110,4,3,432,3,120,3,2,0,0,Great,Arrowhead,Durahan,11
900,3,120,3,3,900,3,110,4,3,448,3,120,3,3,1,0,Great,Durahan,Phoenix,18
900,3,120,3,3,999,4,130,3,3,316,5,220,1,1,0,0,Great,Golem,Golem,7
900,3,120,3,3,999,4,130,3,3,555,3,120,3,3,1,0,Great,Durahan,Phoenix,12
900,3,120,3,3,999,4,130,3,3,222,4,150,2,2,0,0,Great,Durahan,Golem,25
900,3,120,3,3,999,4,130,3,3,559,4,130,3,3,0,1,Great,Golem,Joker,12
900,3,120,3,3,999,4,130,3,3,272,5,200,1,1,0,0,Great,Golem,Durahan,25
900,3,120,3,3,999,2,90,5,5,163,2,90,5,6,0,1,Fine,Jell,Monol,21
900,3,120,3,3,999,2,90,5,5,163,2,90,5,6,0,1,Fine,Jell,Monol,21
900,3,120,3,3,999,2,90,5,5,181,3,120,3,3,1,0,Fine,Durahan,Phoenix,36
900,3,120,3,3,999,2,90,5,5,181,3,120,3,3,1,0,Fine,Durahan,Phoenix,36
900,3,120,3,3,999,2,90,5,5,223,4,150,2,2,0,0,Fine,Durahan,Durahan,16
900,3,120,3,3,999,3,120,3,3,436,3,120,3,2,0,1,Good,Worm,Suezo,21
900,3,120,3,3,999,3,120,3,3,392,3,120,3,2,1,0,Good,Durahan,Phoenix,36
900,3,120,3,3,999,3,120,3,3,313,3,120,3,3,0,0,Good,Suezo,Suezo,13
900,3,120,3,3,999,3,120,3,3,412,3,120,3,3,0,1,Good,Worm,Suezo,21
900,3,120,3,3,999,3,120,3,3,441,3,120,3,2,0,1,Good,Worm,Suezo,21
900,3,120,3,3,999,2,80,5,5,183,3,110,4,4,0,0,Up to You,Durahan,Tiger,29
900,3,120,3,3,999,2,80,5,5,206,3,120,3,3,1,0,Up to You,Durahan,Phoenix,14
900,3,120,3,3,999,2,80,5,5,196,3,110,4,4,0,0,Up to You,Durahan,Pixie,14
900,3,120,3,3,999,2,80,5,5,188,2,90,4,4,0,0,Up to You,Tiger,Tiger,6
900,3,120,3,3,999,2,80,5,5,196,3,110,4,4,0,0,Up to You,Pixie,Durahan,14
900,3,120,3,3,999,3,100,4,4,173,3,100,4,4,0,1,Not Good,Hopper,Bajarl,25
900,3,120,3,3,999,3,100,4,4,181,3,120,3,4,1,0,Not Good,Durahan,Phoenix,41
900,3,120,3,3,999,3,100,4,4,181,3,120,3,4,1,0,Not Good,Durahan,Phoenix,41
900,3,120,3,3,999,3,100,4,4,173,3,100,4,4,0,1,Not Good,Hopper,Bajarl,25
900,3,120,3,3,999,3,100,4,4,181,3,120,3,4,1,0,Not Good,Durahan,Phoenix,41
900,3,120,3,3,999,4,100,4,3,383,3,120,3,2,1,0,Unsure,Durahan,Phoenix,14
900,3,120,3,3,999,4,100,4,3,243,5,170,1,1,0,0,Unsure,Dragon,Durahan,21
900,3,120,3,3,999,4,100,4,3,360,3,120,3,2,0,0,Unsure,Durahan,Metalner,10
900,3,120,3,3,999,4,100,4,3,247,4,150,2,2,0,0,Unsure,Durahan,Durahan,6
900,3,120,3,3,999,4,100,4,3,267,5,170,1,1,0,0,Unsure,Dragon,Dragon,6
900,3,120,3,3,999,4,150,1,1,192,3,120,3,3,1,0,Up to You,Durahan,Phoenix,24
900,3,120,3,3,999,4,150,1,1,222,4,150,2,2,0,0,Up to You,Durahan,Golem,23
900,3,120,3,3,999,4,150,1,1,234,4,150,2,2,0,0,Up to You,Durahan,Durahan,11
900,3,120,3,3,999,4,150,1,1,272,5,200,1,1,0,0,Up to You,Golem,Durahan,23
900,3,120,3,3,999,4,150,1,1,222,4,150,2,2,0,0,Up to You,Durahan,Golem,23
900,3,120,3,3,999,4,140,1,1,204,3,120,3,3,0,0,Not Good,Suezo,Suezo,13
900,3,120,3,3,999,4,140,1,1,180,3,120,3,3,1,0,Not Good,Durahan,Phoenix,36
900,3,120,3,3,999,4,140,1,1,180,3,120,3,3,1,0,Not Good,Durahan,Phoenix,36
900,3,120,3,3,999,4,140,1,1,212,4,140,1,1,0,1,Not Good,Naga,Suezo,21
900,3,120,3,3,999,4,140,1,1,222,4,150,2,2,0,0,Not Good,Durahan,Durahan,16
900,3,110,4,3,900,3,120,3,3,210,4,140,2,2,0,0,Great,Durahan,Arrowhead,22
900,3,110,4,3,900,3,120,3,3,231,4,150,2,2,0,0,Great,Durahan,Durahan,8
900,3,110,4,3,900,3,120,3,3,388,3,120,3,2,0,0,Great,Arrowhead,Durahan,27
900,3,110,4,3,900,3,120,3,3,388,3,120,3,2,0,0,Great,Arrowhead,Durahan,27
900,3,110,4,3,900,3,120,3,3,437,3,80,3,2,0,0,Great,Arrowhead,Arrowhead,8
900,3,110,4,3,999,4,130,3,3,305,5,220,1,1,0,0,Great,Golem,Golem,8
900,3,110,4,3,999,4,130,3,3,472,4,130,3,3,0,1,Great,Golem,Joker,27
900,3,110,4,3,999,4,130,3,3,487,4,130,3,3,0,1,Great,Golem,Joker,27
900,3,110,4,3,999,4,130,3,3,223,4,150,2,2,0,0,Great,Golem,Arrowhead,27
900,3,110,4,3,999,4,130,3,3,223,4,150,2,2,0,0,Great,Arrowhead,Golem,16
900,3,110,4,3,999,2,90,5,5,204,3,130,3,3,0,0,Fine,Monol,Monol,15
900,3,110,4,3,999,2,90,5,5,164,2,90,6,6,0,0,Fine,Jell,Jell,18
900,3,110,4,3,999,2,90,5,5,154,3,80,3,3,0,0,Fine,Arrowhead,Arrowhead,15
900,3,110,4,3,999,2,90,5,5,184,3,110,4,4,1,0,Fine,Arrowhead,Joker,26
900,3,110,4,3,999,2,90,5,5,164,2,90,5,6,0,1,Fine,Jell,Monol,26
900,3,110,4,3,999,3,120,3,3,434,3,120,3,2,0,1,Good,Worm,Suezo,20
900,3,110,4,3,999,3,120,3,3,366,3,80,3,2,0,0,Good,Arrowhead,Arrowhead,12
900,3,110,4,3,999,3,120,3,3,337,3,120,3,2,0,0,Good,Suezo,Suezo,12
900,3,110,4,3,999,3,120,3,3,183,3,110,4,4,1,0,Good,Arrowhead,Joker,21
900,3,110,4,3,999,3,120,3,3,366,3,80,3,2,0,0,Good,Arrowhead,Arrowhead,12
900,3,110,4,3,999,2,80,5,5,176,2,90,4,4,0,0,Up to You,Tiger,Tiger,13
900,3,110,4,3,999,2,80,5,5,184,3,110,4,4,1,0,Up to You,Arrowhead,Joker,20
900,3,110,4,3,999,2,80,5,5,154,2,80,5,5,0,1,Up to You,Tiger,Pixie,20
900,3,110,4,3,999,2,80,5,5,184,3,110,4,4,1,0,Up to You,Arrowhead,Joker,20
900,3,110,4,3,999,2,80,5,5,154,2,80,4,4,0,0,Up to You,Pixie,Joker,17
900,3,110,4,3,999,3,100,4,4,183,3,110,4,5,1,0,Not Good,Arrowhead,Joker,24
900,3,110,4,3,999,3,100,4,4,173,3,100,4,4,0,0,Not Good,Hopper,Hopper,16
900,3,110,4,3,999,3,100,4,4,166,3,80,3,3,0,0,Not Good,Arrowhead,Arrowhead,14
900,3,110,4,3,999,3,100,4,4,183,3,110,4,5,1,0,Not Good,Arrowhead,Joker,24
900,3,110,4,3,999,3,100,4,4,163,3,90,4,4,0,0,Not Good,Hopper,Joker,23
900,3,110,4,3,999,4,100,4,3,211,4,150,1,1,0,0,Unsure,Dragon,Arrowhead,33
900,3,110,4,3,999,4,100,4,3,196,3,110,4,4,1,0,Unsure,Arrowhead,Joker,14
900,3,110,4,3,999,4,100,4,3,256,5,170,1,1,0,0,Unsure,Dragon,Dragon,11
900,3,110,4,3,999,4,100,4,3,298,4,130,3,2,0,0,Unsure,Dragon,Joker,17
900,3,110,4,3,999,4,100,4,3,211,4,150,1,1,0,0,Unsure,Dragon,Arrowhead,33
900,3,110,4,3,999,4,150,1,1,222,4,150,2,2,0,0,Up to You,Arrowhead,Golem,16
900,3,110,4,3,999,4,150,1,1,222,4,150,2,2,0,0,Up to You,Golem,Arrowhead,25
900,3,110,4,3,999,4,150,1,1,214,4,130,3,3,0,0,Up to You,Golem,Joker,13
900,3,110,4,3,999,4,150,1,1,164,3,80,3,3,0,0,Up to You,Arrowhead,Arrowhead,9
900,3,110,4,3,999,4,150,1,1,304,5,220,1,1,0,0,Up to You,Golem,Golem,14
900,3,110,4,3,999,4,140,1,1,212,4,140,1,1,0,1,Not Good,Naga,Suezo,20
900,3,110,4,3,999,4,140,1,1,204,3,120,3,3,0,0,Not Good,Suezo,Suezo,12
900,3,110,4,3,999,4,140,1,1,182,3,110,4,4,1,0,Not Good,Arrowhead,Joker,21
900,3,110,4,3,999,4,140,1,1,244,4,160,1,1,0,0,Not Good,Naga,Naga,14
900,3,110,4,3,999,4,140,1,1,164,3,80,3,3,0,0,Not Good,Arrowhead,Arrowhead,12
999,4,130,3,3,900,3,120,3,3,307,5,220,1,1,0,0,Great,Golem,Golem,8
999,4,130,3,3,900,3,120,3,3,492,4,130,3,3,1,0,Great,Golem,Joker,22
999,4,130,3,3,900,3,120,3,3,629,3,120,3,4,0,1,Great,Durahan,Phoenix,6
999,4,130,3,3,900,3,120,3,3,262,5,200,1,1,0,0,Great,Golem,Durahan,43
999,4,130,3,3,900,3,120,3,3,220,4,120,4,5,0,0,Great,Durahan,Joker,6
999,4,130,3,3,900,3,110,4,3,445,4,130,3,3,1,0,Great,Golem,Joker,39
999,4,130,3,3,900,3,110,4,3,449,4,130,3,3,1,0,Great,Golem,Joker,39
999,4,130,3,3,900,3,110,4,3,213,4,150,2,2,0,0,Great,Golem,Arrowhead,39
999,4,130,3,3,900,3,110,4,3,213,4,150,2,2,0,0,Great,Golem,Arrowhead,39
999,4,130,3,3,900,3,110,4,3,424,4,130,3,3,1,0,Great,Golem,Joker,39
999,4,130,3,3,999,2,90,5,5,219,4,140,2,2,0,0,Fine,Golem,Monol,17
999,4,130,3,3,999,2,90,5,5,226,4,160,2,2,0,0,Fine,Golem,Jell,34
999,4,130,3,3,999,2,90,5,5,235,4,130,2,2,0,0,Fine,Monol,Golem,5
999,4,130,3,3,999,2,90,5,5,209,4,130,3,3,1,0,Fine,Golem,Joker,17
999,4,130,3,3,999,2,90,5,5,202,3,110,4,5,0,0,Fine,Jell,Golem,10
999,4,130,3,3,999,3,120,3,3,384,4,120,3,1,0,0,Good,Suezo,Golem,5
999,4,130,3,3,999,3,120,3,3,363,3,120,3,3,0,0,Good,Suezo,Suezo,3
999,4,130,3,3,999,3,120,3,3,324,5,220,1,1,0,0,Good,Golem,Golem,6
999,4,130,3,3,999,3,120,3,3,225,4,160,1,1,0,0,Good,Golem,Worm,34
999,4,130,3,3,999,3,120,3,3,241,4,150,1,1,0,0,Good,Worm,Golem,10
999,4,130,3,3,999,2,80,5,5,229,4,150,1,1,0,0,Up to You,Golem,Pixie,15
999,4,130,3,3,999,2,80,5,5,208,2,90,4,4,0,0,Up to You,Tiger,Tiger,3
999,4,130,3,3,999,2,80,5,5,206,4,140,1,1,0,0,Up to You,Golem,Tiger,31
999,4,130,3,3,999,2,80,5,5,185,2,80,4,4,0,0,Up to You,Pixie,Joker,4
999,4,130,3,3,999,2,80,5,5,202,3,110,4,4,0,0,Up to You,Pixie,Golem,8
999,4,130,3,3,999,3,100,4,4,191,3,100,4,4,0,1,Not Good,Hopper,Bajarl,10
999,4,130,3,3,999,3,100,4,4,195,4,130,3,3,1,0,Not Good,Golem,Joker,32
999,4,130,3,3,999,3,100,4,4,225,5,160,1,1,0,0,Not Good,Golem,Bajarl,31
999,4,130,3,3,999,3,100,4,4,195,4,130,3,3,1,0,Not Good,Golem,Joker,32
999,4,130,3,3,999,3,100,4,4,191,3,100,4,4,0,1,Not Good,Hopper,Bajarl,10
999,4,130,3,3,999,4,100,4,3,285,5,220,1,1,0,0,Unsure,Golem,Dragon,32
999,4,130,3,3,999,4,100,4,3,416,4,100,4,2,0,1,Unsure,Dragon,Metalner,6
999,4,130,3,3,999,4,100,4,3,188,4,110,3,2,0,0,Unsure,Golem,Metalner,17
999,4,130,3,3,999,4,100,4,3,285,5,220,1,1,0,0,Unsure,Golem,Dragon,32
999,4,130,3,3,999,4,100,4,3,382,4,130,3,1,1,0,Unsure,Golem,Joker,17
999,4,130,3,3,999,4,150,1,1,271,5,220,1,1,0,0,Up to You,Golem,Golem,59
999,4,130,3,3,999,4,150,1,1,253,4,150,1,1,0,1,Up to You,Ducken,Golem,4
999,4,130,3,3,999,4,150,1,1,194,4,130,3,3,1,0,Up to You,Golem,Joker,35
999,4,130,3,3,999,4,150,1,1,194,4,130,3,3,1,0,Up to You,Golem,Joker,35
999,4,130,3,3,999,4,150,1,1,271,5,220,1,1,0,0,Up to You,Golem,Golem,59
999,4,130,3,3,999,4,140,1,1,240,4,150,1,1,0,0,Not Good,Naga,Golem,10
999,4,130,3,3,999,4,140,1,1,207,4,130,3,3,0,0,Not Good,Golem,Suezo,17
999,4,130,3,3,999,4,140,1,1,254,5,190,1,1,0,0,Not Good,Golem,Naga,34
999,4,130,3,3,999,4,140,1,1,207,4,130,3,3,1,0,Not Good,Golem,Joker,17
999,4,130,3,3,999,4,140,1,1,254,5,190,1,1,0,0,Not Good,Golem,Naga,34
999,2,90,5,5,900,3,120,3,3,154,2,90,5,6,1,0,Fine,Jell,Monol,39
999,2,90,5,5,900,3,120,3,3,207,3,130,3,3,0,0,Fine,Monol,Monol,15
999,2,90,5,5,900,3,120,3,3,240,4,150,2,2,0,0,Fine,Durahan,Durahan,12
999,2,90,5,5,900,3,120,3,3,154,2,90,5,6,1,0,Fine,Jell,Monol,39
999,2,90,5,5,900,3,120,3,3,197,3,120,3,3,0,1,Fine,Durahan,Phoenix,17
999,2,90,5,5,900,3,110,4,3,171,3,80,3,3,0,0,Fine,Arrowhead,Arrowhead,9
999,2,90,5,5,900,3,110,4,3,168,2,90,6,6,0,0,Fine,Jell,Jell,19
999,2,90,5,5,900,3,110,4,3,171,3,80,3,3,0,0,Fine,Arrowhead,Arrowhead,9
999,2,90,5,5,900,3,110,4,3,155,2,90,5,6,1,0,Fine,Jell,Monol,44
999,2,90,5,5,900,3,110,4,3,201,3,110,4,4,0,1,Fine,Arrowhead,Joker,11
999,2,90,5,5,999,4,130,3,3,183,2,90,5,6,1,0,Fine,Jell,Monol,12
999,2,90,5,5,999,4,130,3,3,190,3,110,4,4,0,0,Fine,Jell,Golem,22
999,2,90,5,5,999,4,130,3,3,223,4,130,3,3,0,1,Fine,Golem,Joker,10
999,2,90,5,5,999,4,130,3,3,233,4,140,2,2,0,0,Fine,Golem,Monol,10
999,2,90,5,5,999,4,130,3,3,240,4,160,2,2,0,0,Fine,Golem,Jell,19
999,2,90,5,5,999,3,120,3,3,217,3,110,4,4,0,0,Unsure,Monol,Suezo,5
999,2,90,5,5,999,3,120,3,3,183,2,90,5,6,1,0,Unsure,Jell,Monol,11
999,2,90,5,5,999,3,120,3,3,217,3,110,4,4,0,0,Unsure,Monol,Suezo,5
999,2,90,5,5,999,3,120,3,3,170,2,90,6,6,0,0,Unsure,Jell,Worm,21
999,2,90,5,5,999,3,120,3,3,203,3,110,4,4,0,0,Unsure,Worm,Jell,10
999,2,90,5,5,999,2,80,5,5,198,2,90,6,6,0,0,Unsure,Tiger,Monol,5
999,2,90,5,5,999,2,80,5,5,185,2,90,4,4,0,0,Unsure,Tiger,Jell,10
999,2,90,5,5,999,2,80,5,5,212,2,90,4,4,0,0,Unsure,Tiger,Tiger,3
999,2,90,5,5,999,2,80,5,5,298,2,80,5,5,0,0,Unsure,Pixie,Monol,4
999,2,90,5,5,999,2,80,5,5,205,3,110,3,3,0,0,Unsure,Monol,Tiger,10
999,2,90,5,5,999,3,100,4,4,181,3,100,4,4,0,1,Up to You,Hopper,Bajarl,19
999,2,90,5,5,999,3,100,4,4,157,2,90,5,5,1,0,Up to You,Jell,Monol,38
999,2,90,5,5,999,3,100,4,4,224,3,130,3,3,0,0,Up to You,Monol,Monol,14
999,2,90,5,5,999,3,100,4,4,181,3,100,4,4,0,1,Up to You,Hopper,Bajarl,19
999,2,90,5,5,999,3,100,4,4,157,2,90,5,5,1,0,Up to You,Jell,Monol,38
999,2,90,5,5,999,4,100,4,3,231,4,150,1,1,0,0,Not Good,Dragon,Monol,18
999,2,90,5,5,999,4,100,4,3,181,4,100,4,3,0,1,Not Good,Dragon,Metalner,18
999,2,90,5,5,999,4,100,4,3,171,2,90,5,5,1,0,Not Good,Jell,Monol,29
999,2,90,5,5,999,4,100,4,3,184,2,90,6,6,0,0,Not Good,Jell,Jell,13
999,2,90,5,5,999,4,100,4,3,181,4,100,4,3,0,1,Not Good,Dragon,Metalner,18
999,2,90,5,5,999,4,150,1,1,169,2,90,5,5,1,0,Up to You,Jell,Monol,19
999,2,90,5,5,999,4,150,1,1,269,4,150,1,1,0,1,Up to You,Ducken,Golem,2
999,2,90,5,5,999,4,150,1,1,189,3,110,4,4,0,0,Up to You,Jell,Golem,19
999,2,90,5,5,999,4,150,1,1,236,3,130,3,3,0,0,Up to You,Monol,Monol,7
999,2,90,5,5,999,4,150,1,1,313,5,220,1,1,0,0,Up to You,Golem,Golem,9
999,2,90,5,5,999,4,140,1,1,213,3,120,3,3,0,0,Not Good,Naga,Jell,10
999,2,90,5,5,999,4,140,1,1,179,3,100,5,4,0,0,Not Good,Jell,Naga,21
999,2,90,5,5,999,4,140,1,1,183,2,90,5,6,0,0,Not Good,Jell,Suezo,11
999,2,90,5,5,999,4,140,1,1,239,3,120,2,2,0,0,Not Good,Suezo,Monol,3
999,2,90,5,5,999,4,140,1,1,183,2,90,5,6,1,0,Not Good,Jell,Monol,11
999,3,120,3,3,900,3,120,3,3,373,3,120,3,3,1,0,Good,Worm,Suezo,39
999,3,120,3,3,900,3,120,3,3,287,3,120,3,3,0,0,Good,Suezo,Suezo,15
999,3,120,3,3,900,3,120,3,3,382,3,120,3,2,1,0,Good,Worm,Suezo,39
999,3,120,3,3,900,3,120,3,3,175,3,100,4,4,0,0,Good,Worm,Worm,17
999,3,120,3,3,900,3,120,3,3,444,3,120,3,3,0,1,Good,Durahan,Phoenix,17
999,3,120,3,3,900,3,110,4,3,378,3,120,3,2,1,0,Good,Worm,Suezo,40
999,3,120,3,3,900,3,110,4,3,404,3,120,3,2,1,0,Good,Worm,Suezo,40
999,3,120,3,3,900,3,110,4,3,198,3,110,4,4,0,1,Good,Arrowhead,Joker,10
999,3,120,3,3,900,3,110,4,3,176,3,100,4,4,0,0,Good,Worm,Worm,17
999,3,120,3,3,900,3,110,4,3,282,3,120,3,3,0,0,Good,Suezo,Suezo,15
999,3,120,3,3,999,4,130,3,3,546,4,130,3,1,0,1,Good,Golem,Joker,10
999,3,120,3,3,999,4,130,3,3,228,4,150,1,1,0,0,Good,Worm,Golem,22
999,3,120,3,3,999,4,130,3,3,238,4,160,1,1,0,0,Good,Golem,Worm,19
999,3,120,3,3,999,4,130,3,3,358,4,120,3,1,0,0,Good,Suezo,Golem,12
999,3,120,3,3,999,4,130,3,3,352,4,120,3,1,0,0,Good,Suezo,Golem,12
999,3,120,3,3,999,2,90,5,5,196,2,90,5,6,0,0,Unsure,Jell,Suezo,5
999,3,120,3,3,999,2,90,5,5,249,3,130,3,3,0,0,Unsure,Monol,Monol,3
999,3,120,3,3,999,2,90,5,5,183,2,90,6,6,0,0,Unsure,Jell,Worm,10
999,3,120,3,3,999,2,90,5,5,206,3,100,4,4,0,0,Unsure,Worm,Worm,4
999,3,120,3,3,999,2,90,5,5,213,3,120,3,3,0,0,Unsure,Worm,Monol,11
999,3,120,3,3,999,2,80,5,5,206,3,100,4,4,0,0,Up to You,Worm,Worm,4
999,3,120,3,3,999,2,80,5,5,183,2,90,4,5,0,0,Up to You,Tiger,Worm,10
999,3,120,3,3,999,2,80,5,5,179,3,100,4,4,0,0,Up to You,Worm,Tiger,18
999,3,120,3,3,999,2,80,5,5,186,2,80,5,5,0,1,Up to You,Tiger,Pixie,5
999,3,120,3,3,999,2,80,5,5,173,2,80,5,5,0,0,Up to You,Pixie,Worm,8
999,3,120,3,3,999,3,100,4,4,212,3,120,3,3,0,0,Up to You,Suezo,Suezo,12
999,3,120,3,3,999,3,100,4,4,179,3,100,4,4,0,1,Up to You,Hopper,Bajarl,16
999,3,120,3,3,999,3,100,4,4,186,3,120,3,3,1,0,Up to You,Worm,Suezo,32
999,3,120,3,3,999,3,100,4,4,169,3,90,4,4,0,0,Up to You,Hopper,Suezo,16
999,3,120,3,3,999,3,100,4,4,192,3,100,4,4,0,0,Up to You,Hopper,Hopper,11
999,3,120,3,3,999,4,100,4,3,261,3,120,3,3,1,0,Not Good,Worm,Suezo,36
999,3,120,3,3,999,4,100,4,3,355,3,120,3,2,0,0,Not Good,Suezo,Suezo,14
999,3,120,3,3,999,4,100,4,3,262,5,170,1,1,0,0,Not Good,Dragon,Dragon,14
999,3,120,3,3,999,4,100,4,3,292,3,120,3,3,1,0,Not Good,Worm,Suezo,36
999,3,120,3,3,999,4,100,4,3,290,4,100,4,1,0,1,Not Good,Dragon,Metalner,21
999,3,120,3,3,999,4,150,1,1,198,3,120,3,3,1,0,Up to You,Worm,Suezo,19
999,3,120,3,3,999,4,150,1,1,311,5,220,1,1,0,0,Up to You,Golem,Golem,9
999,3,120,3,3,999,4,150,1,1,267,4,150,1,1,0,1,Up to You,Ducken,Golem,2
999,3,120,3,3,999,4,150,1,1,228,4,150,1,1,0,0,Up to You,Worm,Golem,18
999,3,120,3,3,999,4,150,1,1,221,4,130,3,3,0,0,Up to You,Golem,Suezo,8
999,3,120,3,3,999,4,140,1,1,198,3,120,2,2,0,0,Unsure,Worm,Naga,21
999,3,120,3,3,999,4,140,1,1,221,3,130,2,2,0,0,Unsure,Suezo,Naga,10
999,3,120,3,3,999,4,140,1,1,198,3,120,3,3,1,0,Unsure,Worm,Suezo,21
999,3,120,3,3,999,4,140,1,1,198,3,120,3,3,0,0,Unsure,Suezo,Suezo,16
999,3,120,3,3,999,4,140,1,1,224,3,120,3,3,0,0,Unsure,Suezo,Worm,5
999,2,80,5,5,900,3,120,3,3,158,2,80,5,5,1,0,Up to You,Tiger,Pixie,19
999,2,80,5,5,900,3,120,3,3,175,3,110,4,4,0,0,Up to You,Pixie,Durahan,30
999,2,80,5,5,900,3,120,3,3,224,3,120,3,3,0,1,Up to You,Durahan,Phoenix,7
999,2,80,5,5,900,3,120,3,3,188,3,110,4,4,0,0,Up to You,Durahan,Tiger,15
999,2,80,5,5,900,3,120,3,3,171,2,80,4,4,0,0,Up to You,Pixie,Pixie,10
999,2,80,5,5,900,3,110,4,3,158,2,80,4,4,0,0,Up to You,Pixie,Joker,26
